AudioName,AudioPath,label
HC_CALLE_0051,data/audios/HC_CALLE_0051.wav,0
HC_O1_0051,data/audios/HC_O1_0051.wav,0
HC_A1_0051,data/audios/HC_A1_0051.wav,0
HC_O2_0051,data/audios/HC_O2_0051.wav,0
HC_ABLANDADA_0051,data/audios/HC_ABLANDADA_0051.wav,0
HC_PERRO_0051,data/audios/HC_PERRO_0051.wav,0
HC_GANGA_0051,data/audios/HC_GANGA_0051.wav,0
HC_PIDIO_0051,data/audios/HC_PIDIO_0051.wav,0
HC_BARBAS_0051,data/audios/HC_BARBAS_0051.wav,0
HC_U1_0051,data/audios/HC_U1_0051.wav,0
HC_PETACA_BLANCA_0051,data/audios/HC_PETACA_BLANCA_0051.wav,0
HC_I2_0051,data/audios/HC_I2_0051.wav,0
HC_DIABLO_0051,data/audios/HC_DIABLO_0051.wav,0
HC_MANGA_0051,data/audios/HC_MANGA_0051.wav,0
HC_PIDIO_0052,data/audios/HC_PIDIO_0052.wav,0
HC_MANGA_0052,data/audios/HC_MANGA_0052.wav,0
HC_O1_0052,data/audios/HC_O1_0052.wav,0
HC_PERRO_0052,data/audios/HC_PERRO_0052.wav,0
HC_PATATA_BLANDA_0052,data/audios/HC_PATATA_BLANDA_0052.wav,0
HC_A2_0052,data/audios/HC_A2_0052.wav,0
HC_A1_0052,data/audios/HC_A1_0052.wav,0
HC_BURRO_0052,data/audios/HC_BURRO_0052.wav,0
HC_PETACA_BLANCA_0052,data/audios/HC_PETACA_BLANCA_0052.wav,0
HC_BARBAS_0052,data/audios/HC_BARBAS_0052.wav,0
HC_TOMAS_0052,data/audios/HC_TOMAS_0052.wav,0
HC_I1_0052,data/audios/HC_I1_0052.wav,0
HC_E2_0052,data/audios/HC_E2_0052.wav,0
HC_PAN_VINO_0052,data/audios/HC_PAN_VINO_0052.wav,0
HC_O2_0052,data/audios/HC_O2_0052.wav,0
HC_GANGA_0052,data/audios/HC_GANGA_0052.wav,0
HC_CARMEN_0052,data/audios/HC_CARMEN_0052.wav,0
HC_ABLANDADA_0052,data/audios/HC_ABLANDADA_0052.wav,0
HC_U1_0052,data/audios/HC_U1_0052.wav,0
HC_CALLE_0052,data/audios/HC_CALLE_0052.wav,0
HC_ACAMPADA_0052,data/audios/HC_ACAMPADA_0052.wav,0
HC_DIABLO_0052,data/audios/HC_DIABLO_0052.wav,0
HC_I2_0052,data/audios/HC_I2_0052.wav,0
HC_SOMBRA_0052,data/audios/HC_SOMBRA_0052.wav,0
HC_PERRO_0053,data/audios/HC_PERRO_0053.wav,0
HC_MANGA_0053,data/audios/HC_MANGA_0053.wav,0
HC_PATATA_BLANDA_0053,data/audios/HC_PATATA_BLANDA_0053.wav,0
HC_TOMAS_0053,data/audios/HC_TOMAS_0053.wav,0
HC_I2_0053,data/audios/HC_I2_0053.wav,0
HC_O2_0053,data/audios/HC_O2_0053.wav,0
HC_I1_0053,data/audios/HC_I1_0053.wav,0
HC_CALLE_0053,data/audios/HC_CALLE_0053.wav,0
HC_DIABLO_0053,data/audios/HC_DIABLO_0053.wav,0
HC_A2_0053,data/audios/HC_A2_0053.wav,0
HC_ACAMPADA_0053,data/audios/HC_ACAMPADA_0053.wav,0
HC_E2_0053,data/audios/HC_E2_0053.wav,0
HC_ABLANDADA_0053,data/audios/HC_ABLANDADA_0053.wav,0
HC_BARBAS_0053,data/audios/HC_BARBAS_0053.wav,0
HC_BURRO_0053,data/audios/HC_BURRO_0053.wav,0
HC_PAN_VINO_0053,data/audios/HC_PAN_VINO_0053.wav,0
HC_O1_0053,data/audios/HC_O1_0053.wav,0
HC_SOMBRA_0053,data/audios/HC_SOMBRA_0053.wav,0
HC_GANGA_0053,data/audios/HC_GANGA_0053.wav,0
HC_U1_0053,data/audios/HC_U1_0053.wav,0
HC_PETACA_BLANCA_0053,data/audios/HC_PETACA_BLANCA_0053.wav,0
HC_A1_0053,data/audios/HC_A1_0053.wav,0
HC_PIDIO_0053,data/audios/HC_PIDIO_0053.wav,0
HC_PATAKA_0053,data/audios/HC_PATAKA_0053.wav,0
HC_CARMEN_0053,data/audios/HC_CARMEN_0053.wav,0
HC_I2_0054,data/audios/HC_I2_0054.wav,0
HC_SOMBRA_0054,data/audios/HC_SOMBRA_0054.wav,0
HC_PERRO_0054,data/audios/HC_PERRO_0054.wav,0
HC_MANGA_0054,data/audios/HC_MANGA_0054.wav,0
HC_I1_0054,data/audios/HC_I1_0054.wav,0
HC_ACAMPADA_0054,data/audios/HC_ACAMPADA_0054.wav,0
HC_PAN_VINO_0054,data/audios/HC_PAN_VINO_0054.wav,0
HC_PIDIO_0054,data/audios/HC_PIDIO_0054.wav,0
HC_BARBAS_0054,data/audios/HC_BARBAS_0054.wav,0
HC_A1_0054,data/audios/HC_A1_0054.wav,0
HC_PATATA_BLANDA_0054,data/audios/HC_PATATA_BLANDA_0054.wav,0
HC_DIABLO_0054,data/audios/HC_DIABLO_0054.wav,0
HC_E2_0054,data/audios/HC_E2_0054.wav,0
HC_O2_0054,data/audios/HC_O2_0054.wav,0
HC_U1_0054,data/audios/HC_U1_0054.wav,0
HC_PETACA_BLANCA_0054,data/audios/HC_PETACA_BLANCA_0054.wav,0
HC_O1_0054,data/audios/HC_O1_0054.wav,0
HC_TOMAS_0054,data/audios/HC_TOMAS_0054.wav,0
HC_GANGA_0054,data/audios/HC_GANGA_0054.wav,0
HC_CARMEN_0054,data/audios/HC_CARMEN_0054.wav,0
HC_CALLE_0054,data/audios/HC_CALLE_0054.wav,0
HC_ABLANDADA_0054,data/audios/HC_ABLANDADA_0054.wav,0
HC_A2_0054,data/audios/HC_A2_0054.wav,0
HC_BURRO_0054,data/audios/HC_BURRO_0054.wav,0
HC_A1_0055,data/audios/HC_A1_0055.wav,0
HC_O2_0055,data/audios/HC_O2_0055.wav,0
HC_CALLE_0055,data/audios/HC_CALLE_0055.wav,0
HC_DIABLO_0055,data/audios/HC_DIABLO_0055.wav,0
HC_CARMEN_0055,data/audios/HC_CARMEN_0055.wav,0
HC_O1_0055,data/audios/HC_O1_0055.wav,0
HC_BURRO_0055,data/audios/HC_BURRO_0055.wav,0
HC_MANGA_0055,data/audios/HC_MANGA_0055.wav,0
HC_GANGA_0055,data/audios/HC_GANGA_0055.wav,0
HC_I1_0055,data/audios/HC_I1_0055.wav,0
HC_PERRO_0055,data/audios/HC_PERRO_0055.wav,0
HC_PIDIO_0055,data/audios/HC_PIDIO_0055.wav,0
HC_ACAMPADA_0055,data/audios/HC_ACAMPADA_0055.wav,0
HC_PETACA_BLANCA_0055,data/audios/HC_PETACA_BLANCA_0055.wav,0
HC_E2_0055,data/audios/HC_E2_0055.wav,0
HC_U1_0055,data/audios/HC_U1_0055.wav,0
HC_ABLANDADA_0055,data/audios/HC_ABLANDADA_0055.wav,0
HC_A2_0055,data/audios/HC_A2_0055.wav,0
HC_PATATA_BLANDA_0055,data/audios/HC_PATATA_BLANDA_0055.wav,0
HC_BARBAS_0055,data/audios/HC_BARBAS_0055.wav,0
HC_PAN_VINO_0055,data/audios/HC_PAN_VINO_0055.wav,0
HC_I2_0055,data/audios/HC_I2_0055.wav,0
HC_SOMBRA_0055,data/audios/HC_SOMBRA_0055.wav,0
HC_TOMAS_0055,data/audios/HC_TOMAS_0055.wav,0
HC_PETACA_BLANCA_0056,data/audios/HC_PETACA_BLANCA_0056.wav,0
HC_BURRO_0056,data/audios/HC_BURRO_0056.wav,0
HC_A1_0056,data/audios/HC_A1_0056.wav,0
HC_I2_0056,data/audios/HC_I2_0056.wav,0
HC_I1_0056,data/audios/HC_I1_0056.wav,0
HC_O1_0056,data/audios/HC_O1_0056.wav,0
HC_MANGA_0056,data/audios/HC_MANGA_0056.wav,0
HC_CALLE_0056,data/audios/HC_CALLE_0056.wav,0
HC_O2_0056,data/audios/HC_O2_0056.wav,0
HC_E2_0056,data/audios/HC_E2_0056.wav,0
HC_ACAMPADA_0056,data/audios/HC_ACAMPADA_0056.wav,0
HC_PERRO_0056,data/audios/HC_PERRO_0056.wav,0
HC_PAN_VINO_0056,data/audios/HC_PAN_VINO_0056.wav,0
HC_TOMAS_0056,data/audios/HC_TOMAS_0056.wav,0
HC_DIABLO_0056,data/audios/HC_DIABLO_0056.wav,0
HC_U1_0056,data/audios/HC_U1_0056.wav,0
HC_BARBAS_0056,data/audios/HC_BARBAS_0056.wav,0
HC_SOMBRA_0056,data/audios/HC_SOMBRA_0056.wav,0
HC_GANGA_0056,data/audios/HC_GANGA_0056.wav,0
HC_A2_0056,data/audios/HC_A2_0056.wav,0
HC_ABLANDADA_0056,data/audios/HC_ABLANDADA_0056.wav,0
HC_PATATA_BLANDA_0056,data/audios/HC_PATATA_BLANDA_0056.wav,0
HC_PIDIO_0056,data/audios/HC_PIDIO_0056.wav,0
HC_CARMEN_0056,data/audios/HC_CARMEN_0056.wav,0
HC_PERRO_0060,data/audios/HC_PERRO_0060.wav,0
HC_MANGA_0060,data/audios/HC_MANGA_0060.wav,0
HC_O1_0060,data/audios/HC_O1_0060.wav,0
HC_DIABLO_0060,data/audios/HC_DIABLO_0060.wav,0
HC_PETACA_BLANCA_0060,data/audios/HC_PETACA_BLANCA_0060.wav,0
HC_ABLANDADA_0060,data/audios/HC_ABLANDADA_0060.wav,0
HC_CALLE_0060,data/audios/HC_CALLE_0060.wav,0
HC_O2_0060,data/audios/HC_O2_0060.wav,0
HC_CARMEN_0060,data/audios/HC_CARMEN_0060.wav,0
HC_BARBAS_0060,data/audios/HC_BARBAS_0060.wav,0
HC_A2_0060,data/audios/HC_A2_0060.wav,0
HC_BURRO_0060,data/audios/HC_BURRO_0060.wav,0
HC_PIDIO_0060,data/audios/HC_PIDIO_0060.wav,0
HC_TOMAS_0060,data/audios/HC_TOMAS_0060.wav,0
HC_PAN_VINO_0060,data/audios/HC_PAN_VINO_0060.wav,0
HC_U1_0060,data/audios/HC_U1_0060.wav,0
HC_A1_0060,data/audios/HC_A1_0060.wav,0
HC_E2_0060,data/audios/HC_E2_0060.wav,0
HC_I1_0060,data/audios/HC_I1_0060.wav,0
HC_GANGA_0060,data/audios/HC_GANGA_0060.wav,0
HC_PATATA_BLANDA_0060,data/audios/HC_PATATA_BLANDA_0060.wav,0
HC_SOMBRA_0060,data/audios/HC_SOMBRA_0060.wav,0
HC_ACAMPADA_0060,data/audios/HC_ACAMPADA_0060.wav,0
HC_BARBAS_0061,data/audios/HC_BARBAS_0061.wav,0
HC_TOMAS_0061,data/audios/HC_TOMAS_0061.wav,0
HC_SOMBRA_0061,data/audios/HC_SOMBRA_0061.wav,0
HC_PETACA_BLANCA_0061,data/audios/HC_PETACA_BLANCA_0061.wav,0
HC_PERRO_0061,data/audios/HC_PERRO_0061.wav,0
HC_DIABLO_0061,data/audios/HC_DIABLO_0061.wav,0
HC_PAN_VINO_0061,data/audios/HC_PAN_VINO_0061.wav,0
HC_E2_0061,data/audios/HC_E2_0061.wav,0
HC_I1_0061,data/audios/HC_I1_0061.wav,0
HC_CALLE_0061,data/audios/HC_CALLE_0061.wav,0
HC_ACAMPADA_0061,data/audios/HC_ACAMPADA_0061.wav,0
HC_BURRO_0061,data/audios/HC_BURRO_0061.wav,0
HC_PIDIO_0061,data/audios/HC_PIDIO_0061.wav,0
HC_A1_0061,data/audios/HC_A1_0061.wav,0
HC_O1_0061,data/audios/HC_O1_0061.wav,0
HC_U1_0061,data/audios/HC_U1_0061.wav,0
HC_MANGA_0061,data/audios/HC_MANGA_0061.wav,0
HC_GANGA_0061,data/audios/HC_GANGA_0061.wav,0
HC_O2_0061,data/audios/HC_O2_0061.wav,0
HC_PATATA_BLANDA_0061,data/audios/HC_PATATA_BLANDA_0061.wav,0
HC_A2_0061,data/audios/HC_A2_0061.wav,0
HC_ABLANDADA_0061,data/audios/HC_ABLANDADA_0061.wav,0
HC_BARBAS_0062,data/audios/HC_BARBAS_0062.wav,0
HC_PERRO_0062,data/audios/HC_PERRO_0062.wav,0
HC_PIDIO_0062,data/audios/HC_PIDIO_0062.wav,0
HC_O1_0062,data/audios/HC_O1_0062.wav,0
HC_BURRO_0062,data/audios/HC_BURRO_0062.wav,0
HC_ABLANDADA_0062,data/audios/HC_ABLANDADA_0062.wav,0
HC_O2_0062,data/audios/HC_O2_0062.wav,0
HC_TOMAS_0062,data/audios/HC_TOMAS_0062.wav,0
HC_DIABLO_0062,data/audios/HC_DIABLO_0062.wav,0
HC_ACAMPADA_0062,data/audios/HC_ACAMPADA_0062.wav,0
HC_PAN_VINO_0062,data/audios/HC_PAN_VINO_0062.wav,0
HC_A1_0062,data/audios/HC_A1_0062.wav,0
HC_U1_0062,data/audios/HC_U1_0062.wav,0
HC_I1_0062,data/audios/HC_I1_0062.wav,0
HC_E2_0062,data/audios/HC_E2_0062.wav,0
HC_CALLE_0062,data/audios/HC_CALLE_0062.wav,0
HC_MANGA_0062,data/audios/HC_MANGA_0062.wav,0
HC_PETACA_BLANCA_0062,data/audios/HC_PETACA_BLANCA_0062.wav,0
HC_SOMBRA_0062,data/audios/HC_SOMBRA_0062.wav,0
HC_A2_0062,data/audios/HC_A2_0062.wav,0
HC_GANGA_0062,data/audios/HC_GANGA_0062.wav,0
HC_CARMEN_0062,data/audios/HC_CARMEN_0062.wav,0
HC_I2_0062,data/audios/HC_I2_0062.wav,0
HC_PATATA_BLANDA_0062,data/audios/HC_PATATA_BLANDA_0062.wav,0
HC_A2_0063,data/audios/HC_A2_0063.wav,0
HC_E2_0063,data/audios/HC_E2_0063.wav,0
HC_PETACA_BLANCA_0063,data/audios/HC_PETACA_BLANCA_0063.wav,0
HC_PATAKA_0063,data/audios/HC_PATAKA_0063.wav,0
HC_CARMEN_0063,data/audios/HC_CARMEN_0063.wav,0
HC_BURRO_0063,data/audios/HC_BURRO_0063.wav,0
HC_ABLANDADA_0063,data/audios/HC_ABLANDADA_0063.wav,0
HC_MANGA_0063,data/audios/HC_MANGA_0063.wav,0
HC_I1_0063,data/audios/HC_I1_0063.wav,0
HC_PERRO_0063,data/audios/HC_PERRO_0063.wav,0
HC_ACAMPADA_0063,data/audios/HC_ACAMPADA_0063.wav,0
HC_GANGA_0063,data/audios/HC_GANGA_0063.wav,0
HC_A1_0063,data/audios/HC_A1_0063.wav,0
HC_PIDIO_0063,data/audios/HC_PIDIO_0063.wav,0
HC_DIABLO_0063,data/audios/HC_DIABLO_0063.wav,0
HC_SOMBRA_0063,data/audios/HC_SOMBRA_0063.wav,0
HC_O1_0063,data/audios/HC_O1_0063.wav,0
HC_PATATA_BLANDA_0063,data/audios/HC_PATATA_BLANDA_0063.wav,0
HC_TOMAS_0063,data/audios/HC_TOMAS_0063.wav,0
HC_U1_0063,data/audios/HC_U1_0063.wav,0
HC_CALLE_0063,data/audios/HC_CALLE_0063.wav,0
HC_PAN_VINO_0063,data/audios/HC_PAN_VINO_0063.wav,0
HC_BARBAS_0063,data/audios/HC_BARBAS_0063.wav,0
HC_PATAKA_0064,data/audios/HC_PATAKA_0064.wav,0
HC_E2_0064,data/audios/HC_E2_0064.wav,0
HC_CALLE_0064,data/audios/HC_CALLE_0064.wav,0
HC_CARMEN_0064,data/audios/HC_CARMEN_0064.wav,0
HC_PIDIO_0064,data/audios/HC_PIDIO_0064.wav,0
HC_PERRO_0064,data/audios/HC_PERRO_0064.wav,0
HC_O2_0064,data/audios/HC_O2_0064.wav,0
HC_U1_0064,data/audios/HC_U1_0064.wav,0
HC_I1_0064,data/audios/HC_I1_0064.wav,0
HC_MANGA_0064,data/audios/HC_MANGA_0064.wav,0
HC_ACAMPADA_0064,data/audios/HC_ACAMPADA_0064.wav,0
HC_O1_0064,data/audios/HC_O1_0064.wav,0
HC_GANGA_0064,data/audios/HC_GANGA_0064.wav,0
HC_PATATA_BLANDA_0064,data/audios/HC_PATATA_BLANDA_0064.wav,0
HC_TOMAS_0064,data/audios/HC_TOMAS_0064.wav,0
HC_DIABLO_0064,data/audios/HC_DIABLO_0064.wav,0
HC_A1_0064,data/audios/HC_A1_0064.wav,0
HC_BURRO_0064,data/audios/HC_BURRO_0064.wav,0
HC_PETACA_BLANCA_0064,data/audios/HC_PETACA_BLANCA_0064.wav,0
HC_PAN_VINO_0064,data/audios/HC_PAN_VINO_0064.wav,0
HC_ABLANDADA_0064,data/audios/HC_ABLANDADA_0064.wav,0
HC_SOMBRA_0064,data/audios/HC_SOMBRA_0064.wav,0
HC_BARBAS_0064,data/audios/HC_BARBAS_0064.wav,0
HC_A1_0065,data/audios/HC_A1_0065.wav,0
HC_A2_0065,data/audios/HC_A2_0065.wav,0
HC_MANGA_0065,data/audios/HC_MANGA_0065.wav,0
HC_ACAMPADA_0065,data/audios/HC_ACAMPADA_0065.wav,0
HC_PATATA_BLANDA_0065,data/audios/HC_PATATA_BLANDA_0065.wav,0
HC_CARMEN_0065,data/audios/HC_CARMEN_0065.wav,0
HC_PAN_VINO_0065,data/audios/HC_PAN_VINO_0065.wav,0
HC_CALLE_0065,data/audios/HC_CALLE_0065.wav,0
HC_DIABLO_0065,data/audios/HC_DIABLO_0065.wav,0
HC_U1_0065,data/audios/HC_U1_0065.wav,0
HC_PETACA_BLANCA_0065,data/audios/HC_PETACA_BLANCA_0065.wav,0
HC_PIDIO_0065,data/audios/HC_PIDIO_0065.wav,0
HC_GANGA_0065,data/audios/HC_GANGA_0065.wav,0
HC_O1_0065,data/audios/HC_O1_0065.wav,0
HC_E2_0065,data/audios/HC_E2_0065.wav,0
HC_BURRO_0065,data/audios/HC_BURRO_0065.wav,0
HC_TOMAS_0065,data/audios/HC_TOMAS_0065.wav,0
HC_I1_0065,data/audios/HC_I1_0065.wav,0
HC_ABLANDADA_0065,data/audios/HC_ABLANDADA_0065.wav,0
HC_BARBAS_0065,data/audios/HC_BARBAS_0065.wav,0
HC_SOMBRA_0065,data/audios/HC_SOMBRA_0065.wav,0
HC_O2_0065,data/audios/HC_O2_0065.wav,0
HC_PERRO_0065,data/audios/HC_PERRO_0065.wav,0
HC_MANGA_0071,data/audios/HC_MANGA_0071.wav,0
HC_TOMAS_0071,data/audios/HC_TOMAS_0071.wav,0
HC_O1_0071,data/audios/HC_O1_0071.wav,0
HC_PAN_VINO_0071,data/audios/HC_PAN_VINO_0071.wav,0
HC_O2_0071,data/audios/HC_O2_0071.wav,0
HC_PATAKA_0071,data/audios/HC_PATAKA_0071.wav,0
HC_CARMEN_0071,data/audios/HC_CARMEN_0071.wav,0
HC_U1_0071,data/audios/HC_U1_0071.wav,0
HC_PIDIO_0071,data/audios/HC_PIDIO_0071.wav,0
HC_PETACA_BLANCA_0071,data/audios/HC_PETACA_BLANCA_0071.wav,0
HC_A1_0071,data/audios/HC_A1_0071.wav,0
HC_PATATA_BLANDA_0071,data/audios/HC_PATATA_BLANDA_0071.wav,0
HC_PERRO_0071,data/audios/HC_PERRO_0071.wav,0
HC_SOMBRA_0071,data/audios/HC_SOMBRA_0071.wav,0
HC_DIABLO_0071,data/audios/HC_DIABLO_0071.wav,0
HC_A2_0071,data/audios/HC_A2_0071.wav,0
HC_E2_0071,data/audios/HC_E2_0071.wav,0
HC_GANGA_0071,data/audios/HC_GANGA_0071.wav,0
HC_BURRO_0071,data/audios/HC_BURRO_0071.wav,0
HC_ABLANDADA_0071,data/audios/HC_ABLANDADA_0071.wav,0
HC_CALLE_0071,data/audios/HC_CALLE_0071.wav,0
